City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
527,Taltal,CL,2022-12-25 00:46:28,-25.4,-70.4833,65.28,75,22,4.18,few clouds
528,Luganville,VU,2022-12-25 00:46:29,-15.5333,167.1667,86.27,65,58,7.16,broken clouds
529,San Luis,AR,2022-12-25 00:46:29,-33.295,-66.3356,65.28,27,100,12.59,overcast clouds
530,Sioux Lookout,CA,2022-12-25 00:46:30,50.1001,-91.917,-2.13,78,100,20.71,overcast clouds
531,Robertsport,LR,2022-12-25 00:46:30,6.7533,-11.3686,79.84,74,0,7.7,clear sky
532,Bathsheba,BB,2022-12-25 00:46:31,13.2167,-59.5167,79.41,73,20,18.41,light rain
533,Sabang,ID,2022-12-25 00:46:31,5.8933,95.3214,79.99,76,72,19.57,broken clouds
534,Menongue,AO,2022-12-25 00:46:32,-14.6585,17.691,62.04,94,100,3.71,overcast clouds
535,Zdvinsk,RU,2022-12-25 00:46:32,54.7021,78.661,18.34,95,100,11.68,overcast clouds
536,Agadir,MA,2022-12-25 00:46:33,30.4202,-9.5982,54.05,46,0,3.36,clear sky
537,Honningsvag,NO,2022-12-25 00:46:33,70.9821,25.9704,33.55,75,99,8.05,overcast clouds
538,Cedar City,US,2022-12-25 00:45:33,37.6775,-113.0619,41.97,61,0,0.0,clear sky
539,Lakes Entrance,AU,2022-12-25 00:46:34,-37.8811,147.981,74.05,55,0,5.32,clear sky
540,Limbus,SI,2022-12-25 00:46:34,46.5536,15.5836,41.97,93,93,4.61,overcast clouds
541,Mpongwe,ZM,2022-12-25 00:46:35,-13.5091,28.155,63.07,99,100,4.45,light rain
542,Wundanyi,KE,2022-12-25 00:46:35,-3.4019,38.364,60.35,96,87,3.38,overcast clouds
543,Ambilobe,MG,2022-12-25 00:46:36,-13.2,49.05,73.29,91,99,1.7,overcast clouds
544,Nelson Bay,AU,2022-12-25 00:46:36,-32.7167,152.15,80.1,78,2,4.0,clear sky
545,Watrous,CA,2022-12-25 00:46:37,51.6668,-105.4679,-2.42,65,100,14.97,overcast clouds
546,Kudahuvadhoo,MV,2022-12-25 00:46:37,2.6708,72.8944,80.53,68,45,14.72,scattered clouds
547,Pachino,IT,2022-12-25 00:46:38,36.7186,15.0907,58.8,77,53,6.38,broken clouds
548,Garden City,US,2022-12-25 00:46:38,42.3256,-83.331,13.89,79,100,21.85,overcast clouds
549,Emba,KZ,2022-12-25 00:46:39,48.8264,58.1442,11.12,75,0,7.18,clear sky
550,Abu Kamal,SY,2022-12-25 00:46:39,34.4506,40.9171,51.58,66,0,6.6,clear sky
551,Termiz,UZ,2022-12-25 00:46:40,37.2242,67.2783,30.29,86,100,4.61,mist
552,Comodoro Rivadavia,AR,2022-12-25 00:46:40,-45.8667,-67.5,73.26,31,0,5.75,clear sky
553,Mount Isa,AU,2022-12-25 00:46:40,-20.7333,139.5,82.17,74,75,12.66,light rain
554,Ostersund,SE,2022-12-25 00:46:41,63.1792,14.6357,16.25,86,27,11.5,scattered clouds
555,Nurlat,RU,2022-12-25 00:46:41,54.4277,50.8051,22.19,79,100,14.23,overcast clouds
556,Quesnel,CA,2022-12-25 00:47:42,52.9999,-122.5029,30.7,80,100,13.8,snow
557,Ilheus,BR,2022-12-25 00:47:42,-14.7889,-39.0494,76.82,94,75,5.75,broken clouds
558,Nuuk,GL,2022-12-25 00:47:43,64.1835,-51.7216,7.77,70,0,6.76,clear sky
559,Muros,ES,2022-12-25 00:47:43,42.7762,-9.0603,51.67,96,100,8.23,overcast clouds
560,Mikun,RU,2022-12-25 00:47:44,62.3547,50.0771,32.05,93,100,7.96,overcast clouds
561,Bell Ville,AR,2022-12-25 00:47:44,-32.6259,-62.6887,67.66,21,65,8.37,broken clouds
562,Launceston,AU,2022-12-25 00:47:44,-41.45,147.1667,73.35,53,6,16.11,clear sky
563,Khor,RU,2022-12-25 00:47:45,47.8861,134.9464,14.0,94,100,1.28,overcast clouds
564,Chimbote,PE,2022-12-25 00:47:45,-9.0853,-78.5783,68.72,82,69,6.76,broken clouds
565,Castelldefels,ES,2022-12-25 00:47:46,41.2779,1.9703,63.19,69,0,4.61,clear sky
566,Dunmore Town,BS,2022-12-25 00:47:46,25.5,-76.65,69.78,72,100,16.35,overcast clouds
567,Abu Samrah,SY,2022-12-25 00:47:46,35.3029,37.1841,48.54,89,7,5.68,clear sky
568,Buala,SB,2022-12-25 00:47:47,-8.145,159.5921,85.8,65,100,4.34,light rain
569,Ixtapa,MX,2022-12-25 00:47:47,20.7,-105.2,68.11,66,0,1.32,clear sky
570,Marigot,MF,2022-12-25 00:47:48,18.0667,-63.0833,79.05,73,20,13.8,few clouds
571,Ola,RU,2022-12-25 00:47:48,59.5833,151.2833,7.14,79,32,11.39,scattered clouds
572,Ibra,OM,2022-12-25 00:47:48,22.6906,58.5334,61.86,67,0,1.81,clear sky
573,Mao,ES,2022-12-25 00:47:49,39.8885,4.2658,59.56,100,20,8.05,few clouds
574,Saint-Ambroise,CA,2022-12-25 00:47:49,48.5501,-71.3324,15.58,57,100,9.22,overcast clouds
575,Mvomero,TZ,2022-12-25 00:47:50,-6.25,38.6667,74.12,96,100,1.63,moderate rain
576,Sterling,US,2022-12-25 00:47:50,39.0062,-77.4286,17.94,60,0,5.01,clear sky
577,Ocean City,US,2022-12-25 00:45:29,39.2776,-74.5746,20.98,57,5,5.01,clear sky
578,Fort Saint James,CA,2022-12-25 00:47:51,54.4333,-124.25,11.34,98,100,1.39,overcast clouds
579,Tanggu,CN,2022-12-25 00:47:51,39.0211,117.6469,22.96,34,100,3.38,overcast clouds
580,Birao,CF,2022-12-25 00:47:51,10.2849,22.7882,65.86,35,95,5.73,overcast clouds
581,Lufkin,US,2022-12-25 00:47:52,31.3382,-94.7291,30.47,54,9,4.18,clear sky
582,Nelson,NZ,2022-12-25 00:47:52,-41.2833,173.2833,75.29,54,100,3.0,overcast clouds
583,Puerto Baquerizo Moreno,EC,2022-12-25 00:47:52,-0.9,-89.6,72.05,85,53,8.16,broken clouds
584,Durazno,UY,2022-12-25 00:47:53,-33.4131,-56.5006,63.1,77,100,15.35,overcast clouds
585,Ternate,ID,2022-12-25 00:47:53,0.8,127.4,78.58,87,100,5.93,light rain
586,Sokoni,TZ,2022-12-25 00:47:54,-6.4333,39.55,80.31,80,92,11.36,light rain
587,Goksun,TR,2022-12-25 00:47:54,38.021,36.4973,31.59,73,0,5.1,clear sky
588,Rawson,AR,2022-12-25 00:47:54,-43.3002,-65.1023,63.93,44,99,15.08,overcast clouds
589,Vaitape,PF,2022-12-25 00:47:55,-16.5167,-151.75,81.07,74,23,15.17,few clouds
590,Chicla,PE,2022-12-25 00:47:55,-11.705,-76.2686,46.02,81,100,2.89,overcast clouds
591,Tingo Maria,PE,2022-12-25 00:47:56,-9.2895,-76.0088,72.16,94,98,2.42,overcast clouds
592,San Andres,CO,2022-12-25 00:47:22,12.5847,-81.7006,82.42,69,20,12.66,few clouds
593,Mendi,PG,2022-12-25 00:47:57,-6.1761,143.6513,70.56,62,100,3.49,overcast clouds
594,Raudeberg,NO,2022-12-25 00:47:57,61.9875,5.1352,34.47,61,100,10.38,overcast clouds
595,Parintins,BR,2022-12-25 00:47:57,-2.6283,-56.7358,78.12,75,95,2.53,overcast clouds
596,Sidi Ali,DZ,2022-12-25 00:47:58,36.0998,0.4206,58.73,49,0,5.77,clear sky
597,Bershet,RU,2022-12-25 00:47:58,57.7309,56.3783,29.46,88,100,14.18,overcast clouds
598,Antigonish,CA,2022-12-25 00:47:59,45.6169,-61.9986,37.15,78,72,1.99,broken clouds
599,Delitzsch,DE,2022-12-25 00:47:59,51.5333,12.35,45.34,93,0,8.05,clear sky
600,Nanortalik,GL,2022-12-25 00:48:00,60.1432,-45.2371,19.06,70,59,5.68,broken clouds
601,Mamburao,PH,2022-12-25 00:48:00,13.25,120.6667,76.89,75,100,11.27,overcast clouds
602,Hervey Bay,AU,2022-12-25 00:48:01,-25.2986,152.8535,80.02,74,99,8.99,overcast clouds
603,Lavrentiya,RU,2022-12-25 00:49:01,65.5833,-171.0,13.26,87,42,15.28,scattered clouds
604,Nanakuli,US,2022-12-25 00:49:01,21.3906,-158.1547,82.35,59,20,11.5,few clouds
605,Collie,AU,2022-12-25 00:49:02,-33.3667,116.15,73.72,52,99,5.61,overcast clouds
606,Ekhabi,RU,2022-12-25 00:49:02,53.5102,142.9671,30.13,94,100,15.73,light snow
607,Smithers,CA,2022-12-25 00:44:55,54.7804,-127.1743,12.52,79,75,2.3,broken clouds
608,Mandalgovi,MN,2022-12-25 00:49:03,45.7625,106.2708,1.42,84,100,20.42,overcast clouds
609,Catia La Mar,VE,2022-12-25 00:49:03,10.6038,-67.0303,84.4,70,20,2.3,few clouds
610,Sendhwa,IN,2022-12-25 00:49:04,21.6833,75.1,58.08,41,0,6.26,clear sky
611,Bubaque,GW,2022-12-25 00:49:04,11.2833,-15.8333,80.28,60,88,9.22,overcast clouds
612,Arlit,NE,2022-12-25 00:49:04,18.7369,7.3853,58.35,37,32,5.7,scattered clouds
613,Biloli,IN,2022-12-25 00:49:05,18.7667,77.7333,63.0,60,6,5.7,clear sky
614,Namtsy,RU,2022-12-25 00:49:05,62.7161,129.6658,-17.99,94,100,4.9,overcast clouds
615,Bridgwater,GB,2022-12-25 00:49:06,51.1284,-3.0036,53.04,92,100,10.54,overcast clouds
616,Aitape,PG,2022-12-25 00:49:06,-3.1374,142.3475,85.91,67,100,3.87,overcast clouds
617,Qingdao,CN,2022-12-25 00:49:07,36.0986,120.3719,20.8,73,0,4.47,clear sky
618,Kemijarvi,FI,2022-12-25 00:49:07,66.7131,27.4306,10.38,96,42,6.26,scattered clouds
619,Arinos,BR,2022-12-25 00:49:07,-15.9169,-46.1056,69.55,97,100,4.23,light rain
620,Olean,US,2022-12-25 00:48:10,42.0776,-78.4297,5.68,81,100,17.98,overcast clouds
621,Safaga,EG,2022-12-25 00:49:08,26.7292,33.9365,62.2,50,0,7.14,clear sky
622,Am Timan,TD,2022-12-25 00:49:08,11.0297,20.2827,68.83,35,51,6.8,broken clouds
623,Pritzwalk,DE,2022-12-25 00:49:09,53.1494,12.1741,39.04,95,5,7.02,clear sky
624,Fairbanks,US,2022-12-25 00:45:32,64.8378,-147.7164,-13.0,70,0,11.5,clear sky
625,Kimbe,PG,2022-12-25 00:48:43,-5.5502,150.1429,87.93,63,63,4.5,light rain
626,Mudgee,AU,2022-12-25 00:49:10,-32.5943,149.5871,90.0,29,0,0.47,clear sky
627,Saint-Pierre,RE,2022-12-25 00:49:10,-21.3393,55.4781,76.68,69,20,4.61,few clouds
628,Calamar,CO,2022-12-25 00:49:11,10.2511,-74.9146,75.16,72,0,3.33,clear sky
629,Praia Da Vitoria,PT,2022-12-25 00:49:11,38.7333,-27.0667,55.65,67,20,22.66,light rain
630,Svetlaya,RU,2022-12-25 00:49:12,46.5389,138.3297,24.01,66,67,8.05,broken clouds
631,Maragogi,BR,2022-12-25 00:49:12,-9.0122,-35.2225,77.79,81,10,8.59,clear sky
632,Sobolevo,RU,2022-12-25 00:49:12,54.4299,31.8996,4.37,99,76,4.09,broken clouds
633,Surt,LY,2022-12-25 00:49:13,31.2089,16.5887,63.66,77,25,14.36,scattered clouds
634,Itaqui,BR,2022-12-25 00:44:31,-29.1253,-56.5531,75.49,61,100,7.36,overcast clouds
635,Dong Hoi,VN,2022-12-25 00:49:13,17.4833,106.6,64.45,83,100,4.34,overcast clouds
636,Shubarkuduk,KZ,2022-12-25 00:49:14,49.1447,56.4872,11.32,77,0,9.26,clear sky
637,Stolac,BA,2022-12-25 00:49:15,43.0844,17.9575,42.58,83,15,4.12,few clouds
638,Jishou,CN,2022-12-25 00:49:15,28.3167,109.7167,46.78,39,100,4.65,overcast clouds
639,Kalangala,UG,2022-12-25 00:49:15,-0.3089,32.225,65.55,78,26,4.81,moderate rain
640,Santa Marinella,IT,2022-12-25 00:49:16,42.0345,11.8536,58.71,86,0,9.64,clear sky
641,Santa Rosa,PH,2022-12-25 00:49:16,14.3122,121.1114,78.1,72,93,18.63,overcast clouds
642,Prieska,ZA,2022-12-25 00:49:17,-29.6641,22.7474,70.2,22,88,9.75,overcast clouds
643,Troitskoye,RU,2022-12-25 00:49:17,52.9821,84.6757,15.03,94,100,8.03,overcast clouds
644,Zihuatanejo,MX,2022-12-25 00:49:18,17.6333,-101.55,77.76,78,97,6.17,light rain
645,Maloy,NO,2022-12-25 00:49:18,61.9353,5.1136,35.33,61,100,9.86,overcast clouds
646,Rosario,AR,2022-12-25 00:45:27,-32.9468,-60.6393,72.95,46,0,9.22,clear sky
647,Jacqueville,CI,2022-12-25 00:49:19,5.2052,-4.4146,80.33,79,58,1.07,broken clouds
648,Umm Kaddadah,SD,2022-12-25 00:50:19,13.6017,26.6876,58.51,38,8,11.83,clear sky
649,Boa Vista,BR,2022-12-25 00:50:20,2.8197,-60.6733,78.78,53,0,9.22,clear sky
650,Teahupoo,PF,2022-12-25 00:50:20,-17.8333,-149.2667,76.96,79,29,11.12,scattered clouds
651,Kamina,CD,2022-12-25 00:50:21,-8.7386,24.9906,63.19,97,100,2.8,overcast clouds
652,Paredon,MX,2022-12-25 00:50:21,16.0333,-93.8667,70.84,64,11,20.76,few clouds
653,Rio Gallegos,AR,2022-12-25 00:50:22,-51.6226,-69.2181,64.45,25,0,23.02,clear sky
654,Santo Antonio Do Amparo,BR,2022-12-25 00:50:22,-20.9464,-44.9189,62.06,95,5,9.28,clear sky
655,Gat,IL,2022-12-25 00:50:23,31.61,34.7642,57.4,100,100,5.46,overcast clouds
656,Haukipudas,FI,2022-12-25 00:50:23,65.1765,25.3523,23.05,92,45,5.95,scattered clouds
657,Belaya Gora,RU,2022-12-25 00:50:24,68.5333,146.4167,-31.54,99,6,1.92,clear sky
658,Tambura,SS,2022-12-25 00:50:24,5.6,27.4667,71.56,37,37,4.05,scattered clouds
659,Jumla,NP,2022-12-25 00:50:25,29.2747,82.1838,28.81,23,4,5.57,clear sky
660,Mehamn,NO,2022-12-25 00:50:25,71.0357,27.8492,31.91,80,40,9.22,scattered clouds
661,Mecca,SA,2022-12-25 00:47:40,21.4267,39.8261,64.42,58,8,4.94,clear sky
662,Inuvik,CA,2022-12-25 00:45:28,68.3499,-133.7218,-28.34,71,20,9.22,few clouds
663,Staryy Nadym,RU,2022-12-25 00:50:26,65.6118,72.6842,15.42,95,100,12.03,overcast clouds
664,Dongsheng,CN,2022-12-25 00:50:26,39.8161,109.9776,14.9,46,100,15.3,overcast clouds
665,Novytsya,UA,2022-12-25 00:50:27,48.9635,24.3354,41.88,91,100,11.03,overcast clouds
666,Ramos Arizpe,MX,2022-12-25 00:50:27,25.55,-100.9667,51.84,45,0,3.09,clear sky
667,Pushkino,RU,2022-12-25 00:50:28,56.0172,37.8667,28.69,98,73,5.12,broken clouds
668,Umm Lajj,SA,2022-12-25 00:50:28,25.0213,37.2685,67.26,65,2,5.48,clear sky
669,Vinces,EC,2022-12-25 00:50:28,-1.55,-79.7333,79.45,71,100,4.14,moderate rain
670,Puerto Maldonado,PE,2022-12-25 00:50:29,-12.6,-69.1833,81.07,71,100,2.75,overcast clouds
671,Leh,IN,2022-12-25 00:50:29,34.1667,77.5833,4.44,59,1,2.21,clear sky
672,Yeppoon,AU,2022-12-25 00:50:30,-23.1333,150.7333,76.78,64,100,7.2,overcast clouds
673,Alexandria,EG,2022-12-25 00:50:30,31.2156,29.9553,55.94,73,19,7.36,few clouds
674,Chivilcoy,AR,2022-12-25 00:50:30,-34.8957,-60.0167,59.58,63,0,11.03,clear sky
675,Aswan,EG,2022-12-25 00:50:31,24.0934,32.907,56.5,44,0,4.61,clear sky
676,Wittenberge,DE,2022-12-25 00:50:31,53.0,11.75,39.0,90,0,5.59,clear sky
677,Broken Hill,AU,2022-12-25 00:50:32,-31.95,141.4333,88.48,28,0,5.53,clear sky
678,Lac Du Bonnet,CA,2022-12-25 00:50:32,50.2536,-96.0612,-2.97,88,14,10.85,few clouds
679,Thinadhoo,MV,2022-12-25 00:50:33,0.5333,72.9333,79.84,81,53,19.35,broken clouds
680,Champasak,LA,2022-12-25 00:50:33,14.75,106.0,64.36,65,8,1.43,clear sky
681,Miramar,US,2022-12-25 00:50:34,25.9873,-80.2323,51.03,55,20,8.05,few clouds
682,Batesville,US,2022-12-25 00:50:34,35.7698,-91.641,26.24,65,7,6.26,clear sky
683,Chernyshevskiy,RU,2022-12-25 00:50:34,63.0128,112.4714,-36.62,100,99,3.18,overcast clouds
684,Bhum,IN,2022-12-25 00:50:35,18.4667,75.6667,64.96,54,0,4.92,clear sky
685,Bandarbeyla,SO,2022-12-25 00:50:35,9.4942,50.8122,75.65,79,18,11.05,few clouds
686,Sestu,IT,2022-12-25 00:50:36,39.2943,9.093,58.64,85,0,11.5,mist
687,Mabaruma,GY,2022-12-25 00:50:36,8.2,-59.7833,70.18,95,0,3.13,clear sky
688,Camopi,GF,2022-12-25 00:50:37,3.1655,-52.3158,71.2,100,92,2.3,overcast clouds
689,Juneau,US,2022-12-25 00:46:05,58.3019,-134.4197,19.22,93,100,0.0,light snow
690,Westport,US,2022-12-25 00:49:03,41.1415,-73.3579,15.33,56,0,15.01,clear sky
691,Araouane,ML,2022-12-25 00:50:37,18.9048,-3.5265,60.85,24,0,10.36,clear sky
692,Port Moresby,PG,2022-12-25 00:50:38,-9.4431,147.1797,83.62,79,75,11.5,broken clouds
693,Rio Grande,BR,2022-12-25 00:50:20,-32.035,-52.0986,73.51,89,100,2.82,overcast clouds
694,Dakoro,NE,2022-12-25 00:51:38,14.5106,6.765,58.87,35,93,12.15,overcast clouds
695,Vyartsilya,RU,2022-12-25 00:51:39,62.1764,30.693,14.43,98,88,5.35,overcast clouds
696,Tapes,BR,2022-12-25 00:51:39,-30.6733,-51.3958,71.47,85,89,9.37,overcast clouds
697,Palmer,US,2022-12-25 00:49:08,42.1584,-72.3287,12.61,57,0,11.5,clear sky
698,Morden,CA,2022-12-25 00:51:40,49.1919,-98.1014,-4.14,59,0,11.5,clear sky
699,Matamoros,MX,2022-12-25 00:51:40,25.5333,-103.25,40.91,27,0,3.31,clear sky
700,Cururupu,BR,2022-12-25 00:51:41,-1.8283,-44.8683,75.49,92,61,4.18,broken clouds
701,San Carlos De Bariloche,AR,2022-12-25 00:48:19,-41.1456,-71.3082,71.35,10,0,10.36,clear sky
702,Werda,BW,2022-12-25 00:51:42,-25.2667,23.2833,74.98,47,99,5.84,overcast clouds
703,Yueyang,CN,2022-12-25 00:51:43,29.3333,113.0919,45.14,43,7,4.27,clear sky
704,Yurga,RU,2022-12-25 00:51:43,55.7231,84.8861,15.39,93,100,11.77,overcast clouds
705,Yerbogachen,RU,2022-12-25 00:51:44,61.2767,108.0108,-25.38,100,100,3.47,overcast clouds
706,Dhidhdhoo,MV,2022-12-25 00:51:44,6.8833,73.1,80.46,71,48,9.46,scattered clouds
707,Sawakin,SD,2022-12-25 00:51:44,19.1059,37.3321,73.2,64,73,8.08,broken clouds
708,Maxixe,MZ,2022-12-25 00:51:45,-23.8597,35.3472,71.76,74,0,8.5,clear sky
709,Juan Lacaze,UY,2022-12-25 00:51:45,-34.4342,-57.4381,65.12,65,69,17.22,broken clouds
